SeriesName,ProductName,Inductance,Tolerance,DcrTypical,DcrMax,DcrTolerance,SrfTypical,Isat10,Isat20,Isat30,Irms20Cat25C,Irms40Cat25C,Isat30At100C,Isat30At125C,Length,Width,Height
SER20xx,SER2013-472,0,10.0,0.0017,0.00182,,30.0,17.7,19.8,20.5,,30.0,,,19.69,19.56,12.95
SER20xx,SER2013-681,0,10.0,0.0017,0.00182,,104.0,93.1705,98.0,105.5,,30.0,,,19.69,19.56,12.95
SER20xx,SER2013-801,0,10.0,0.0017,0.00182,,93.0,86.0,90.4966,95.0,,30.0,,,19.69,19.56,12.95
SER20xx,SER2013-901,0,10.0,0.0017,0.00182,,98.0,81.5,85.9372,91.4658,,30.0,,,19.69,19.56,12.95
SER20xx,SER2014-102,0,10.0,0.00194,0.00215,,88.0,78.5,82.7457,89.0,,27.0,,,19.69,19.56,13.97
SER20xx,SER2014-122,0,10.0,0.00194,0.00215,,78.0,59.0,63.5,77.0,,27.0,,,19.69,19.56,13.97
SER20xx,SER2014-202,0,10.0,0.00194,0.00215,,62.0,44.0,46.0,48.7775,,27.0,,,19.69,19.56,13.97
SER20xx,SER2014-402,0,10.0,0.00194,0.00215,,36.0,22.5,23.9317,24.5,,27.0,,,19.69,19.56,13.97
SER20xx,SER2014-801,0,10.0,0.00194,0.00215,,104.0,89.0,95.0,103.8937,,27.0,,,19.69,19.56,13.97
SER20xx,SER2014-901,0,10.0,0.00194,0.00215,,102.0,81.5,86.0,93.5,,27.0,,,19.69,19.56,13.97
SER2211,SER2211-123,0,20.0,0.00315,0.00378,,17.3,11.1,12.4,13.0,,16.0,,,22.5,19.2,10.5
SER2211,SER2211-273,0,20.0,0.00684,0.00821,,12.1,7.6694,8.5,8.8841,,13.1,,,22.5,19.2,10.5
SER2211,SER2211-302,0,20.0,0.00105,0.0012,,29.0,23.3804,25.9029,27.0,,35.0,,,22.5,19.2,10.5
SER2211,SER2211-333,0,20.0,0.00895,0.0107,,11.3,7.1665,7.9,8.2987,,10.6,,,22.5,19.2,10.5
SER2211,SER2211-473,0,20.0,0.00895,0.0107,,8.0,4.3883,5.171,5.5,,10.6,,,22.5,19.2,10.5
SER2211,SER2211-532,0,20.0,0.00163,0.0018,,24.0,15.9636,17.9876,18.974,,26.0,,,22.5,19.2,10.5
SER2211,SER2211-822,0,20.0,0.0023,0.00276,,19.7,13.4567,15.0518,15.8,,18.5,,,22.5,19.2,10.5
SER29xx,SER2915H-103,0,10.0,0.00186,0.00205,,15.0,19.3,22.343,24.0,,30.0,,,27.94,27.9,15.36
SER29xx,SER2915H-153,0,10.0,0.00186,0.00205,,12.0,11.6769,13.9603,15.151,,30.0,,,27.94,27.9,15.36
SER29xx,SER2915H-222,0,10.0,0.00186,0.00205,,40.0,93.5,102.5,107.9234,,30.0,,,27.94,27.9,15.36
SER29xx,SER2915H-223,0,10.0,0.00186,0.00205,,10.0,7.1,8.6567,9.8,,30.0,,,27.94,27.9,15.36
SER29xx,SER2915H-332,0,10.0,0.00186,0.00205,,30.0,64.3952,70.4948,73.806,,30.0,,,27.94,27.9,15.36
SER29xx,SER2915H-333,0,10.0,0.00186,0.00205,,8.0,4.0,5.1597,5.9592,,30.0,,,27.94,27.9,15.36
SER29xx,SER2915H-472,0,10.0,0.00186,0.00205,,25.0,45.0,50.0,53.0,,30.0,,,27.94,27.9,15.36
SER29xx,SER2915H-682,0,10.0,0.00186,0.00205,,20.0,30.0,34.0,36.909,,30.0,,,27.94,27.9,15.36
SER29xx,SER2915L-103,0,10.0,0.0015,0.00165,,20.0,13.9964,16.5536,18.0585,,30.0,,,27.94,27.9,15.36
SER29xx,SER2915L-152,0,10.0,0.0015,0.00165,,60.0,113.0,123.2966,123.5,,30.0,,,27.94,27.9,15.36
SER29xx,SER2915L-153,0,10.0,0.0015,0.00165,,15.0,8.5,10.382,11.4612,,30.0,,,27.94,27.9,15.36
SER29xx,SER2915L-222,0,10.0,0.0015,0.00165,,50.0,75.4115,83.8537,88.5606,,30.0,,,27.94,27.9,15.36
SER29xx,SER2915L-223,0,10.0,0.0015,0.00165,,10.0,4.3627,5.5519,6.5658,,30.0,,,27.94,27.9,15.36
SER29xx,SER2915L-332,0,10.0,0.0015,0.00165,,40.0,52.6389,59.7821,63.5,,30.0,,,27.94,27.9,15.36
SER29xx,SER2915L-333,0,10.0,0.0015,0.00165,,7.0,2.8994,3.6672,4.2996,,30.0,,,27.94,27.9,15.36
SER29xx,SER2915L-472,0,10.0,0.0015,0.00165,,30.0,35.5088,40.0,43.0,,30.0,,,27.94,27.9,15.36
SER29xx,SER2915L-682,0,10.0,0.0015,0.00165,,25.0,23.7521,27.2619,29.3281,,30.0,,,27.94,27.9,15.36
SER29xx,SER2918H-103,0,10.0,0.0026,0.00286,,20.0,27.5,30.6456,32.0,,28.0,,,27.94,27.9,17.78
SER29xx,SER2918H-153,0,10.0,0.0026,0.00286,,16.0,17.9,20.4351,21.8272,,28.0,,,27.94,27.9,17.78
SER29xx,SER2918H-223,0,10.0,0.0026,0.00286,,15.0,11.8,13.6,14.6927,,28.0,,,27.94,27.9,17.78
SER29xx,SER2918H-332,0,10.0,0.0026,0.00286,,40.0,83.0,89.0,94.4726,,28.0,,,27.94,27.9,17.78
SER29xx,SER2918H-333,0,10.0,0.0026,0.00286,,10.0,6.8,8.1,8.9,,28.0,,,27.94,27.9,17.78
SER29xx,SER2918H-472,0,10.0,0.0026,0.00286,,30.0,57.5,63.2577,66.438,,28.0,,,27.94,27.9,17.78
SER29xx,SER2918H-682,0,10.0,0.0026,0.00286,,25.0,42.0,46.0,48.0,,28.0,,,27.94,27.9,17.78
SER3018H,SER3018H-103,0,10.0,0.00256,0.00282,,20.0,27.0,30.8386,32.6929,,28.0,,,27.94,27.94,17.78
SER3018H,SER3018H-153,0,10.0,0.00256,0.00282,,16.0,17.4,20.4387,21.8863,,28.0,,,27.94,27.94,17.78
SER3018H,SER3018H-223,0,10.0,0.00256,0.00282,,15.0,10.3961,12.2,13.1792,,28.0,,,27.94,27.94,17.78
SER3018H,SER3018H-332,0,10.0,0.00256,0.00282,,40.0,78.4118,84.5,89.7812,,28.0,,,27.94,27.94,17.78
SER3018H,SER3018H-333,0,10.0,0.00256,0.00282,,10.0,6.5734,8.0605,8.9,,28.0,,,27.94,27.94,17.78
SER3018H,SER3018H-472,0,10.0,0.00256,0.00282,,30.0,60.5,66.5,69.5,,28.0,,,27.94,27.94,17.78
SER3018H,SER3018H-682,0,10.0,0.00256,0.00282,,25.0,39.0,42.6001,44.8015,,28.0,,,27.94,27.94,17.78
SER80xx,SER8050-112,0,20.0,0.00319,0.0035,,109.0,12.5509,14.1987,14.9,,11.97,,,8.8,8.5,5.0
SER80xx,SER8050-201,0,20.0,0.00222,0.0025,,381.0,41.6561,43.0,44.7702,,12.89,,,8.8,8.5,5.0
SER80xx,SER8050-202,0,20.0,0.00535,0.00588,,74.0,8.5771,9.6,10.0,,10.79,,,8.8,8.5,5.0
SER80xx,SER8050-451,0,20.0,0.00319,0.0035,,216.0,28.5,30.0,31.5358,,11.72,,,8.8,8.5,5.0
SER80xx,SER8050-501,0,20.0,0.00222,0.0025,,234.0,20.4237,22.5,23.5,,13.52,,,8.8,8.5,5.0
SER80xx,SER8050-811,0,20.0,0.00535,0.00588,,125.0,19.9757,21.0,21.8806,,9.43,,,8.8,8.5,5.0
SER80xx,SER8052-103,0,20.0,0.01303,0.01433,,40.0,2.4881,3.0873,3.3534,,6.32,,,8.8,8.5,5.2
SER80xx,SER8052-122,0,20.0,0.00644,0.0072,,110.0,16.3,16.7829,17.1,,8.11,,,8.8,8.5,5.2
SER80xx,SER8052-182,0,20.0,0.00864,0.0095,,91.0,13.8,14.6,15.1917,,7.94,,,8.8,8.5,5.2
SER80xx,SER8052-242,0,20.0,0.00864,0.0095,,76.0,10.5751,11.8,12.3,,7.58,,,8.8,8.5,5.2
SER80xx,SER8052-312,0,20.0,0.00644,0.0072,,63.0,6.6885,8.0568,8.6,,8.71,,,8.8,8.5,5.2
SER80xx,SER8052-332,0,20.0,0.01303,0.01433,,72.0,9.6,10.3595,10.7829,,6.25,,,8.8,8.5,5.2
SER80xx,SER8052-402,0,20.0,0.01303,0.01433,,66.0,7.8,8.3,8.5,,6.3,,,8.8,8.5,5.2
SER80xx,SER8052-452,0,20.0,0.00864,0.0095,,52.0,5.8,6.4,6.7,,7.68,,,8.8,8.5,5.2
SER80xx,SER8052-612,0,20.0,0.00864,0.0095,,45.0,4.0,4.7,5.1,,7.31,,,8.8,8.5,5.2
SER80xx,SER8052-802,0,20.0,0.01303,0.01433,,43.0,3.2721,4.0,4.3615,,6.31,,,8.8,8.5,5.2
SLC1049,SLC1049-101,0,20.0,0.00023,0.000246,,145.0,55.6897,60.0364,62.0,,66.0,,,10.2,6.88,5.16
SLC1049,SLC1049-121,0,20.0,0.00023,0.000246,,140.0,42.0,46.7421,49.0,,66.0,,,10.2,6.88,5.16
SLC1049,SLC1049-151,0,20.0,0.00023,0.000246,,133.0,38.63,43.0,45.8119,,66.0,,,10.2,6.88,5.16
SLC1049,SLC1049-231,0,20.0,0.00023,0.000246,,70.0,25.5,29.3919,31.5144,,66.0,,,10.2,6.88,5.16
SLC1049,SLC1049-750,0,20.0,0.00023,0.000246,,200.0,74.8357,78.5,81.1783,,66.0,,,10.2,6.88,5.16
SLC1175,SLC1175-121,0,20.0,0.000228,0.000252,,144.0,88.5067,92.0,93.5,,76.0,,,11.0,7.65,7.2
SLC1175,SLC1175-151,0,20.0,0.000228,0.000252,,95.0,72.5,77.0,78.5,,76.0,,,11.0,7.65,7.2
SLC1175,SLC1175-171,0,20.0,0.000228,0.000252,,73.0,58.6211,63.2367,65.0,,76.0,,,11.0,7.65,7.2
SLC1175,SLC1175-201,0,20.0,0.000228,0.000252,,64.0,51.4229,56.0,59.0,,76.0,,,11.0,7.65,7.2
SLC1175,SLC1175-231,0,20.0,0.000228,0.000252,,61.0,41.5676,46.0,48.9149,,76.0,,,11.0,7.65,7.2
SLC1175,SLC1175-271,0,20.0,0.000228,0.000252,,52.0,37.9273,41.991,44.0,,76.0,,,11.0,7.65,7.2
SLC1175,SLC1175-301,0,20.0,0.000228,0.000252,,48.0,29.38,32.914,34.9138,,76.0,,,11.0,7.65,7.2
SLC1175,SLC1175-700,0,20.0,0.000228,0.000252,,179.0,101.0,101.0,101.0,,76.0,,,11.0,7.65,7.2
SLC1480,SLC1480-111,0,20.0,0.00018,0.00021,,130.0,113.8483,119.0,122.8495,,83.0,,,13.46,12.95,8.0
SLC1480,SLC1480-131,0,20.0,0.00018,0.00021,,110.0,97.9571,103.8224,106.8836,,83.0,,,13.46,12.95,8.0
SLC1480,SLC1480-151,0,20.0,0.00018,0.00021,,108.0,89.0,96.5,100.9975,,83.0,,,13.46,12.95,8.0
SLC1480,SLC1480-171,0,20.0,0.00018,0.00021,,75.0,77.0,84.5,88.938,,83.0,,,13.46,12.95,8.0
SLC1480,SLC1480-201,0,20.0,0.00018,0.00021,,68.0,65.0,72.5,76.7339,,83.0,,,13.46,12.95,8.0
SLC1480,SLC1480-231,0,20.0,0.00018,0.00021,,59.0,54.3707,60.5,64.6736,,83.0,,,13.46,12.95,8.0
SLC1480,SLC1480-261,0,20.0,0.00018,0.00021,,50.0,48.548,54.5,58.4315,,83.0,,,13.46,12.95,8.0
SLC1480,SLC1480-301,0,20.0,0.00018,0.00021,,46.0,39.7028,45.0,48.6833,,83.0,,,13.46,12.95,8.0
SLC1480,SLC1480-321,0,20.0,0.00018,0.00021,,42.0,36.8568,42.5744,45.772,,83.0,,,13.46,12.95,8.0
SLC1480,SLC1480-441,0,20.0,0.00018,0.00021,,35.0,26.4981,31.0,33.9315,,83.0,,,13.46,12.95,8.0
SLC7530S,SLC7530S-101,0,20.0,0.000123,0.000129,,3750.0,18.275,21.0,22.8939,,40.0,,,7.5,6.7,3.0
SLC7530S,SLC7530S-500,0,20.0,0.000123,0.000129,,3750.0,31.9083,39.925,43.0,,40.0,,,7.5,6.7,3.0
SLC7530S,SLC7530S-640,0,20.0,0.000123,0.000129,,3650.0,30.5,33.9231,35.8115,,40.0,,,7.5,6.7,3.0
SLC7530S,SLC7530S-820,0,20.0,0.000123,0.000129,,3750.0,21.4813,24.339,26.0,,40.0,,,7.5,6.7,3.0
SLC7649S,SLC7649S-101,0,10.0,0.00017,0.0001785,,110.0,39.0,43.0,45.55,,74.0,,,7.62,6.95,4.96
SLC7649S,SLC7649S-121,0,10.0,0.00017,0.0001785,,78.0,31.0,35.0,37.5882,,74.0,,,7.62,6.95,4.96
SLC7649S,SLC7649S-151,0,10.0,0.00017,0.0001785,,67.0,25.5,29.5,31.7255,,74.0,,,7.62,6.95,4.96
SLC7649S,SLC7649S-360,0,10.0,0.00017,0.0001785,,1150.0,96.4769,99.475,101.845,,74.0,,,7.62,6.95,4.96
SLC7649S,SLC7649S-500,0,10.0,0.00017,0.0001785,,900.0,77.0,83.85,86.8769,,74.0,,,7.62,6.95,4.96
SLC7649S,SLC7649S-700,0,10.0,0.00017,0.0001785,,750.0,54.5,58.9727,60.5,,74.0,,,7.62,6.95,4.96
SLR1050,SLR1050A-101,0,10.0,0.00039,0.00042003,,200.0,74.0,80.0,83.0,,77.1,,,10.2,7.0,4.95
SLR1050,SLR1050A-121,0,10.0,0.00039,0.00042003,,180.0,62.8962,68.0,70.4114,,77.1,,,10.2,7.0,4.95
SLR1050,SLR1050A-151,0,10.0,0.00039,0.00042003,,90.0,48.6923,51.5,53.0,,77.1,,,10.2,7.0,4.95
SLR1050,SLR1050A-221,0,10.0,0.00039,0.00042003,,65.0,32.0,35.732,37.0,,77.1,,,10.2,7.0,4.95
SLR1050,SLR1050A-850,0,10.0,0.00039,0.00042003,,210.0,84.5,90.1528,92.0,,77.1,,,10.2,7.0,4.95
SLR1050,SLR1050B-101,0,10.0,0.00047,0.00050149,,200.0,75.219,81.1666,83.0,,67.2,,,10.2,7.0,4.95
SLR1050,SLR1050B-121,0,10.0,0.00047,0.00050149,,180.0,63.1406,68.0,70.6471,,67.2,,,10.2,7.0,4.95
SLR1050,SLR1050B-151,0,10.0,0.00047,0.00050149,,90.0,49.0,52.5052,53.9529,,67.2,,,10.2,7.0,4.95
SLR1050,SLR1050B-221,0,10.0,0.00047,0.00050149,,65.0,33.0,37.5362,39.7517,,67.2,,,10.2,7.0,4.95
SLR1050,SLR1050B-850,0,10.0,0.00047,0.00050149,,210.0,84.5,90.5,92.7744,,67.2,,,10.2,7.0,4.95
SLR1050,SLR1050C-101,0,10.0,0.00055,0.0005797,,200.0,75.5,81.5,83.0,,65.0,,,10.2,7.0,4.95
SLR1050,SLR1050C-121,0,10.0,0.00055,0.0005797,,180.0,62.0,68.0,70.445,,65.0,,,10.2,7.0,4.95
SLR1050,SLR1050C-151,0,10.0,0.00055,0.0005797,,90.0,49.0,52.6688,54.1205,,65.0,,,10.2,7.0,4.95
SLR1050,SLR1050C-221,0,10.0,0.00055,0.0005797,,65.0,33.0,37.9013,40.0,,65.0,,,10.2,7.0,4.95
SLR1050,SLR1050C-850,0,10.0,0.00055,0.0005797,,210.0,85.3432,89.7682,91.6486,,65.0,,,10.2,7.0,4.95
SLR1065,SLR1065-121,0,10.0,0.00048,0.0005184,,95.0,89.0,93.2013,95.0,,49.0,,,10.4,8.0,6.6
SLR1065,SLR1065-141,0,10.0,0.00048,0.0005184,,75.0,78.4858,83.0,84.5,,49.0,,,10.4,8.0,6.6
SLR1065,SLR1065-171,0,10.0,0.00048,0.0005184,,65.0,65.0,70.5877,72.5,,49.0,,,10.4,8.0,6.6
SLR1065,SLR1065-221,0,10.0,0.00048,0.0005184,,50.0,50.0,56.0,58.429,,49.0,,,10.4,8.0,6.6
SLR1065,SLR1065-301,0,10.0,0.00048,0.0005184,,40.0,32.0,37.0,39.5776,,49.0,,,10.4,8.0,6.6
SLR1070,SLR1070-121,0,10.0,0.00029,0.000319,,130.0,81.5,87.3056,89.0,,82.0,,,10.4,8.0,7.0
SLR1070,SLR1070-141,0,10.0,0.00029,0.000319,,110.0,74.0,79.261,81.5,,82.0,,,10.4,8.0,7.0
SLR1070,SLR1070-171,0,10.0,0.00029,0.000319,,80.0,62.9891,67.6625,69.5,,82.0,,,10.4,8.0,7.0
SLR1070,SLR1070-221,0,10.0,0.00029,0.000319,,68.0,48.7094,52.5466,54.3032,,82.0,,,10.4,8.0,7.0
SLR1070,SLR1070-251,0,10.0,0.00029,0.000319,,55.0,39.0,44.6114,47.6619,,82.0,,,10.4,8.0,7.0
SLR1070,SLR1070-281,0,10.0,0.00029,0.000319,,48.0,34.6917,38.8648,40.7271,,82.0,,,10.4,8.0,7.0
SLR1070,SLR1070-301,0,10.0,0.00029,0.000319,,47.0,34.87,38.565,40.0,,82.0,,,10.4,8.0,7.0
SLR1075,SLR1075-121,0,10.0,0.00029,0.0003103,,59.0,96.5,101.0,103.6716,,67.0,,,10.4,8.0,7.4
SLR1075,SLR1075-151,0,10.0,0.00029,0.0003103,,48.0,75.5,79.6321,81.4956,,67.0,,,10.4,8.0,7.4
SLR1075,SLR1075-171,0,10.0,0.00029,0.0003103,,44.0,67.3,71.0,73.3067,,67.0,,,10.4,8.0,7.4
SLR1075,SLR1075-221,0,10.0,0.00029,0.0003103,,36.0,51.5,56.0,58.4418,,67.0,,,10.4,8.0,7.4
SLR1075,SLR1075-231,0,10.0,0.00029,0.0003103,,35.0,48.6786,53.0,54.5,,67.0,,,10.4,8.0,7.4
SLR1075,SLR1075-271,0,10.0,0.00029,0.0003103,,30.0,42.0,46.0,48.0,,67.0,,,10.4,8.0,7.4
SLR1075,SLR1075-301,0,10.0,0.00029,0.0003103,,27.0,34.0,38.52,40.0,,67.0,,,10.4,8.0,7.4
SLR1190,SLR1190-151,0,10.0,0.00043,0.000473,,95.0,98.0,105.5,108.5,,79.0,,,11.2,10.3,9.0
SLR1190,SLR1190-201,0,10.0,0.00043,0.000473,,58.0,78.5,85.6375,87.5,,79.0,,,11.2,10.3,9.0
SLR1190,SLR1190-231,0,10.0,0.00043,0.000473,,51.0,70.5723,75.5,78.3385,,79.0,,,11.2,10.3,9.0
SLR1190,SLR1190-251,0,10.0,0.00043,0.000473,,50.0,63.2192,69.3456,71.0,,79.0,,,11.2,10.3,9.0
SLR1190,SLR1190-271,0,10.0,0.00043,0.000473,,49.0,60.0742,66.0145,68.0,,79.0,,,11.2,10.3,9.0
SLR1190,SLR1190-311,0,10.0,0.00043,0.000473,,43.0,49.5472,55.4419,57.5,,79.0,,,11.2,10.3,9.0
SLR1190,SLR1190-371,0,10.0,0.00043,0.000473,,35.0,40.6213,45.0,47.5735,,79.0,,,11.2,10.3,9.0
SLR7010,SLR7010-101,0,10.0,0.00017,0.000187,,222.0,113.0,121.5095,123.5,,92.0,,,10.0,7.0,10.0
SLR7010,SLR7010-121,0,10.0,0.00017,0.000187,,159.0,90.4077,98.8402,102.2153,,92.0,,,10.0,7.0,10.0
SLR7010,SLR7010-151,0,10.0,0.00017,0.000187,,150.0,78.275,84.4413,87.2217,,92.0,,,10.0,7.0,10.0
SLR7010,SLR7010-201,0,10.0,0.00017,0.000187,,85.0,59.0,64.9124,66.5,,92.0,,,10.0,7.0,10.0
SLR7010,SLR7010-251,0,10.0,0.00017,0.000187,,88.0,43.9186,50.0,53.0,,92.0,,,10.0,7.0,10.0
SLR7010,SLR7010-331,0,10.0,0.00017,0.000187,,50.0,34.0,39.0,41.0,,92.0,,,10.0,7.0,10.0
SPT,SPT20L-112,0,20.0,,0.016,,360.0,3.2,4.8,6.7887,,6.1,,,8.64,8.64,7.0
SPT,SPT20L-233,0,20.0,,0.32,,21.0,0.6536,0.9937,1.38,,1.0,,,8.64,8.64,7.0
SPT,SPT20L-702,0,20.0,,0.095,,70.0,1.1653,1.7,2.3,,2.2,,,8.64,8.64,7.0
SPT,SPT30L-123,0,20.0,,0.0547,,33.0,1.7,2.6,3.5839,,3.3,,,11.18,11.05,9.5
SPT,SPT30L-174,0,20.0,,0.64,,3.0,0.4795,0.7,0.952,,0.8,,,11.18,11.05,9.5
SPT,SPT30L-353,0,20.0,,0.166,,12.0,0.9991,1.5,2.0,,1.6,,,11.18,11.05,9.5
SPT,SPT30L-522,0,20.0,,0.0242,,60.0,2.6,3.9954,5.6941,,5.7,,,11.18,11.05,9.5
SPT,SPT38L-223,0,20.0,,0.063,,34.0,1.5,2.3,3.1,,3.7,,,14.35,14.22,9.5
SPT,SPT38L-294,0,20.0,,0.657,,2.0,0.4,0.6,0.8818,,1.0,,,14.35,14.22,9.5
SPT,SPT38L-382,0,20.0,,0.0093,,133.0,4.1,6.1957,8.279,,8.5,,,14.35,14.22,9.5
SPT,SPT38L-674,0,20.0,,1.2,,1.0,0.25,0.38,0.6,,0.6,,,14.35,14.22,9.5
SPT,SPT38L-733,0,20.0,,0.29,,5.0,0.9,1.3572,1.8,,1.5,,,14.35,14.22,9.5
SPT,SPT38L-752,0,20.0,,0.0228,,73.0,3.0,4.3519,6.0,,6.5,,,14.35,14.22,9.5
SPT,SPT44H-282,0,20.0,,0.0046,,136.0,6.0765,9.0846,12.3744,,13.6,,,16.89,16.89,10.5
SPT,SPT44H-422,0,20.0,,0.0066,,72.0,5.1,7.6,10.3,,11.8,,,16.89,16.89,10.5
SPT,SPT44L-115,0,20.0,,1.908,,0.73,0.25,0.317,0.54,,0.5,,,15.62,14.99,10.5
SPT,SPT44L-143,0,20.0,,0.0236,,20.0,2.6,3.8646,5.3953,,5.7,,,15.62,14.99,10.5
SPT,SPT44L-413,0,20.0,,0.085,,10.0,1.4678,2.2,3.0,,3.1,,,15.62,14.99,10.5
SPT,SPT44L-792,0,20.0,,0.0162,,49.0,3.3935,5.3,7.2653,,7.5,,,15.62,14.99,10.5
SPT,SPT50H-652,0,20.0,,0.0072,,46.0,4.4,6.796,9.1,,11.7,,,18.8,18.8,10.5
SPT,SPT50H-842,0,20.0,,0.0085,,23.0,4.0834,6.3,8.5,,9.8,,,18.8,18.8,10.5
SPT,SPT50L-163,0,20.0,,0.0197,,19.0,2.6,3.9,5.5,,7.1,,,17.78,17.02,10.5
SPT,SPT50L-205,0,20.0,,1.932,,0.4,0.1983,0.26,0.35,,0.7,,,17.78,17.02,10.5
SPT,SPT50L-263,0,20.0,,0.032,,9.0,2.0899,3.0987,4.1863,,6.0,,,17.78,17.02,10.5
SPT,SPT50L-564,0,20.0,,0.55,,1.0,0.26,0.5964,0.8501,,0.9,,,17.78,17.02,10.5
SPT,SPT50L-733,0,20.0,,0.133,,14.0,1.2,1.8,2.4652,,3.5,,,17.78,17.02,10.5
SPT,SPT68H-113,0,20.0,,0.0082,,20.0,4.7706,7.26,9.7693,,11.2,,,23.88,23.88,10.5
SPT,SPT68H-183,0,20.0,,0.0125,,9.0,3.8,5.9,7.977,,9.2,,,23.88,23.88,10.5
VER2923,VER2923-103,0,10.0,0.0023,0.0026,,30.0,30.5898,34.7351,36.9381,,26.0,,,27.08,16.97,22.74
VER2923,VER2923-153,0,10.0,0.0023,0.0026,,20.5,19.8789,22.7536,24.4297,,26.0,,,27.08,16.97,22.74
VER2923,VER2923-223,0,10.0,0.0023,0.0026,,12.2,12.8787,14.8,15.9,,26.0,,,27.08,16.97,22.74
VER2923,VER2923-332,0,10.0,0.0023,0.0026,,97.0,95.9301,106.4946,110.9306,,26.0,,,27.08,16.97,22.74
VER2923,VER2923-333,0,10.0,0.0023,0.0026,,7.5,7.8897,9.3644,10.1,,26.0,,,27.08,16.97,22.74
VER2923,VER2923-472,0,10.0,0.0023,0.0026,,72.0,64.6878,70.3741,72.5,,26.0,,,27.08,16.97,22.74
VER2923,VER2923-682,0,10.0,0.0023,0.0026,,50.0,47.0,52.2745,54.5,,26.0,,,27.08,16.97,22.74
XAL1010,XAL1010-102,0,20.0,0.001,0.0011,,42.0,26.0,41.68,57.5,,43.5,,,11.8,10.5,10.0
XAL1010,XAL1010-103,0,20.0,0.0134,0.01475,,11.0,7.6526,12.0636,16.5,,15.5,,,11.8,10.5,10.0
XAL1010,XAL1010-152,0,20.0,0.0016,0.00176,,33.0,21.923,35.0,49.87,,40.5,,,11.8,10.5,10.0
XAL1010,XAL1010-153,0,20.0,0.0169,0.0186,,9.0,6.3797,9.9,13.4716,,13.8,,,11.8,10.5,10.0
XAL1010,XAL1010-221,0,20.0,0.00045,0.0005,,115.0,54.05,90.5,123.5,,55.5,,,11.8,10.5,10.0
XAL1010,XAL1010-222,0,20.0,0.00255,0.0028,,22.0,18.0,28.884,39.9753,,32.0,,,11.8,10.5,10.0
XAL1010,XAL1010-332,0,20.0,0.0037,0.0041,,21.0,14.8846,23.5,32.5468,,25.0,,,11.8,10.5,10.0
XAL1010,XAL1010-451,0,20.0,0.00065,0.00072,,66.0,36.0,57.5,81.5,,53.0,,,11.8,10.5,10.0
XAL1010,XAL1010-472,0,20.0,0.0052,0.0057,,19.0,12.6,20.3116,28.2667,,24.0,,,11.8,10.5,10.0
XAL1010,XAL1010-562,0,20.0,0.0063,0.00693,,16.0,10.6551,17.1704,23.9326,,21.2,,,11.8,10.5,10.0
XAL1010,XAL1010-681,0,20.0,0.00087,0.00096,,53.0,27.4875,43.65,60.5,,48.0,,,11.8,10.5,10.0
XAL1010,XAL1010-682,0,20.0,0.0081,0.0089,,14.0,8.8961,14.887,21.3523,,18.5,,,11.8,10.5,10.0
XAL1010,XAL1010-822,0,20.0,0.0117,0.0129,,12.0,8.9,13.9,18.9966,,17.1,,,11.8,10.5,10.0
XAL1030,XAL1030-102,0,20.0,0.0045,0.00495,,41.0,11.8526,20.7598,31.5248,,23.0,,,11.8,10.5,3.1
XAL1030,XAL1030-161,0,20.0,0.0011,0.00121,,120.0,28.5,50.9545,77.0,,42.0,,,11.8,10.5,3.1
XAL1030,XAL1030-301,0,20.0,0.00155,0.0017,,78.0,21.0,39.0,61.75,,35.0,,,11.8,10.5,3.1
XAL1030,XAL1030-561,0,20.0,0.0025,0.00275,,53.0,16.5,30.0,48.0,,32.0,,,11.8,10.5,3.1
XAL1060,XAL1060-122,0,20.0,0.0025,0.00275,,44.0,18.5,30.0,42.7716,,26.3,,,11.8,10.5,6.0
XAL1060,XAL1060-152,0,20.0,0.003,0.0033,,36.0,17.4911,30.0,45.0,,24.4,,,11.8,10.5,6.0
XAL1060,XAL1060-181,0,20.0,0.0005,0.00055,,68.0,48.0,83.0,122.0,,46.0,,,11.8,10.5,6.0
XAL1060,XAL1060-222,0,20.0,0.0045,0.00495,,25.0,11.678,20.2514,30.0,,20.0,,,11.8,10.5,6.0
XAL1060,XAL1060-332,0,20.0,0.0072,0.00792,,19.0,10.6911,18.0,26.0,,16.8,,,11.8,10.5,6.0
XAL1060,XAL1060-401,0,20.0,0.0008,0.00088,,60.0,29.5,51.5,80.0,,36.8,,,11.8,10.5,6.0
XAL1060,XAL1060-472,0,20.0,0.00975,0.01072,,16.0,9.5,16.4553,24.5,,14.0,,,11.8,10.5,6.0
XAL1060,XAL1060-681,0,20.0,0.00135,0.0015,,51.0,25.5,44.0,66.5,,33.9,,,11.8,10.5,6.0
XAL1350,XAL1350-132,0,30.0,0.0025,0.0027,,33.0,19.1,33.6941,49.0,,32.0,,,14.2,13.2,5.0
XAL1350,XAL1350-222,0,30.0,0.00416,0.0048,,23.0,14.2,26.0,38.9892,,24.0,,,14.2,13.2,5.0
XAL1350,XAL1350-302,0,30.0,0.00586,0.0068,,19.0,13.18,24.2962,36.6045,,21.0,,,14.2,13.2,5.0
XAL1350,XAL1350-631,0,30.0,0.0015,0.0017,,50.0,29.35,48.84,69.5,,38.0,,,14.2,13.2,5.0
XAL1350,XAL1350-931,0,30.0,0.002,0.0022,,42.0,25.0,43.0,62.7688,,33.0,,,14.2,13.2,5.0
